exception_id,level,invoice_number,po_number,grn_number,exception_type,message,severity,context_json
2d9d0e9b-cf6c-48e4-9580-f153ee7488b6,INVOICE,INV20227,P010227,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20227""}"
77c8f64c-0db7-4d0f-8afd-4b86e811a6f9,INVOICE,INV20233,P010233,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20233""}"
8ac74be4-a3bd-4bb5-9025-e8392f8b645a,INVOICE,INV20193,P010193,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20193""}"
955ac562-afaa-4a12-b989-b37a1f481577,INVOICE,INV20179,P010179,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20179""}"
bb8756a4-1254-4ad1-ac95-41661bb580d0,INVOICE,INV20178,P010178,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20178""}"
33a408aa-e09b-4998-baca-b4de407a245b,INVOICE,INV20438,P010438,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20438""}"
2203828c-3d9e-43f4-ac00-ea41be89cc6c,INVOICE,INV20216,P010216,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20216""}"
1e24087f-4f61-4f9e-b534-7f17c8b6b57c,INVOICE,INV20202,P010202,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20202""}"
85914f7c-d490-4d4d-aeef-fc8bd25434b0,INVOICE,INV20000,P010000,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20000""}"
d7fca4b3-2b45-445a-b154-1f662b9a93bd,INVOICE,invoice_number,po_number,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""invoice_number""}"
e0e3fa20-1667-42ed-be35-7e9be51b4fb3,INVOICE,INV20025,P010025,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20025""}"
7cd80eaa-6983-4af9-8130-ac4702145e09,INVOICE,INV20031,P010031,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20031""}"
5cf6ba27-312a-4772-9500-8145b682270b,INVOICE,INV20227,P010227,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20227""}"
09abb86a-d62a-44e6-a055-e4b75aa9537b,INVOICE,INV20233,P010233,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20233""}"
cdec096e-349a-4c05-9451-830f9bec296a,INVOICE,INV20193,P010193,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20193""}"
7d013cf5-f145-4108-86b0-96e91d3cfcc9,INVOICE,INV20179,P010179,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20179""}"
589f2720-5155-4f52-aa3a-4b182004343a,INVOICE,INV20178,P010178,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20178""}"
075ad0b7-6842-4a90-95d0-cae28480c926,INVOICE,INV20438,P010438,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20438""}"
47cc22c9-4cea-46c9-9560-2b5e7d63ac3a,INVOICE,INV20216,P010216,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20216""}"
f7bcc617-8da3-4f0c-8696-784918a02550,INVOICE,INV20202,P010202,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20202""}"
1199c6df-bddd-4b7d-8f69-7653aa338c6a,INVOICE,INV20000,P010000,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20000""}"
13047da7-10ee-4ac8-bd27-4a48de321707,INVOICE,INV20028,P010028,,DUPLICATE_INVOICE,Duplicate invoice_number detected,ERROR,"{""invoice_number"": ""INV20028""}"
ebed2bfe-b7d8-4be5-8582-4045fd57c8ab,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
ea627db4-022b-4bec-8e4d-52f25c2860ce,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
20286102-e584-4b00-b025-4c226e9edc7b,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
feaf8081-dc17-4b79-8361-a1619128aa57,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
870c92d4-a2e5-4468-9e5f-c725883341d0,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
31724136-3131-4e81-ab27-13b33a73909d,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
b1595b80-d3e2-4368-ac99-959aa9a1bf75,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
9c380cdf-3998-483c-8e58-332b2b093be7,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
56198cae-f5a2-4001-8a5a-04c0534ae504,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
ec354ed8-f134-4db1-b10e-198901c90d95,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
970ccc4b-ca04-42c7-be5b-c117c45f4163,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
9cd1aa57-c5f7-4911-b4ca-09c8ee552b50,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
2a0bd8b5-4cc4-497b-9af7-768e3316a5b8,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
baa3ffc0-fd65-4614-855d-ae9613e47163,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
41c89fe2-1e73-41e4-8163-742fc2568db4,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
224d2fea-827b-454d-a5f3-3790805aa63a,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
53995674-6bcb-4872-9946-54a484787890,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
2bd62d34-0a39-4972-b9f8-938acb8b21c7,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
32c2b16b-f76f-423a-86cb-c7c24c134de3,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
2dafd66f-f250-4be0-a766-22a70f083fbf,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
cb07a0b6-93f2-446a-8f01-f0a7f43b2fad,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
a8087ca9-de30-4986-a70f-1ef040c699b3,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""3""}"
680abff6-4ce6-49a7-aa12-5a2a5d22edf0,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""4""}"
cdcf5048-c2a3-4ad0-a1b0-9ad4ed08bd5a,INVOICE,invoice_number,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""invoice_number"", ""line_number"": ""line_number""}"
af30160f-6334-4004-8bb8-9ea947dd6294,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""1""}"
2925b024-49fc-40d0-a132-12c461eb2718,INVOICE,INV20025,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20025"", ""line_number"": ""2""}"
53155bd3-ec72-4234-895f-322fb4a1c5bd,INVOICE,INV20031,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20031"", ""line_number"": ""1""}"
51dc2a9d-e165-4865-81fa-ab0ec1d09d8c,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""1""}"
758fb8d0-8a50-485d-b62d-149eda147da8,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""2""}"
dc14790f-b0d7-4b0d-bd3d-c00797d65fc0,INVOICE,INV20227,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20227"", ""line_number"": ""3""}"
e059d94c-00c6-4e16-945e-6619acf3a52b,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""1""}"
73240621-f8d2-4c46-8806-de2668951cc7,INVOICE,INV20233,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20233"", ""line_number"": ""2""}"
84abbe98-4e7c-4165-a708-c966b9e99b7d,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""1""}"
4149479e-faa9-4f42-9abe-980f21234bb5,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""2""}"
9afa2bd3-4aab-44d5-879f-440a7c5fda4a,INVOICE,INV20179,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20179"", ""line_number"": ""3""}"
6ec1eb8f-ac61-45cb-9c38-4c53d5022175,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""1""}"
5c052f92-5eda-4ccd-9f9c-82125601d7f0,INVOICE,INV20193,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20193"", ""line_number"": ""2""}"
837adfb5-314b-41ea-a9e1-68d29516f8c5,INVOICE,INV20178,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20178"", ""line_number"": ""1""}"
a16cb65f-f2f4-4fb3-aa37-577b713bf21a,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""1""}"
fe87facf-a893-428a-8831-66233d210ef3,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""2""}"
e6a114d4-9bc0-472a-8410-41f33947ed3c,INVOICE,INV20216,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20216"", ""line_number"": ""3""}"
53c2c410-f062-4433-9ce6-f018f0168db0,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""1""}"
4e55e39e-e521-45f0-876e-e2fbfaf2efc4,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""2""}"
b196197d-faa8-4ae0-9dde-6cd072a1cf4f,INVOICE,INV20438,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20438"", ""line_number"": ""3""}"
97cf74d6-4561-4e0c-997a-627efa3cc97e,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""1""}"
4a85c063-2ab7-49e2-8c05-bc46181f9161,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""2""}"
15fd4b63-04fb-45e1-b844-6863b13fcd20,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""3""}"
f0567a36-8c75-4364-b6a3-00d41c1b46e3,INVOICE,INV20202,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20202"", ""line_number"": ""4""}"
c2f69559-8d56-4dde-929f-b083a4a7005d,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""1""}"
38a433bb-6899-4b68-8f0e-9346728a9e56,INVOICE,INV20000,,,DUPLICATE_INVOICE_LINE,"Duplicate (invoice_number, line_number) detected",ERROR,"{""invoice_number"": ""INV20000"", ""line_number"": ""2""}"
